Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageTimeWorking,Holidays,AverageInTime,AverageOutTime,WorkingTimeEval
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1337,Female,3,Sales Executive,Married,21410,4.0,20,8,0,12.0,2,7,7,7,3,4,2.0,3.0,2.0,8.398333333333333,28,9.978333333333333,18.376666666666665,1
26,No,Travel_Rarely,Sales,17,3,Medical,1338,Female,2,Manager,Married,57690,1.0,19,8,0,5.0,4,5,4,3,2,3,3.0,2.0,2.0,7.685277777777777,25,9.992777777777778,17.678055555555556,0
58,Yes,Travel_Rarely,Sales,2,2,Medical,1339,Female,1,Research Scientist,Married,43850,1.0,13,8,1,40.0,2,40,15,6,2,3,4.0,4.0,2.0,7.548055555555556,27,9.958055555555555,17.50611111111111,0
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1340,Male,1,Manager,Single,53320,1.0,23,8,1,0.0,2,0,0,0,3,4,4.0,3.0,2.0,9.363888888888889,22,9.969444444444445,19.333333333333332,2
22,No,Travel_Rarely,Sales,29,4,Technical Degree,1341,Male,1,Sales Executive,Married,46630,0.0,13,8,1,3.0,1,2,2,1,3,3,3.0,4.0,3.0,6.38,25,9.993055555555555,16.373055555555556,0
49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1342,Female,1,Sales Executive,Married,47240,1.0,11,8,1,16.0,3,15,5,11,2,3,3.0,1.0,2.0,7.194444444444445,21,9.9675,17.161944444444444,0
43,No,Travel_Frequently,Sales,2,2,Life Sciences,1343,Male,1,Sales Executive,Single,32110,4.0,13,8,0,18.0,2,3,1,2,4,3,2.0,3.0,3.0,7.978611111111111,29,10.022777777777778,18.00138888888889,0
50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,1344,Male,2,Sales Executive,Single,53770,4.0,14,8,1,16.0,3,2,2,1,4,3,3.0,4.0,3.0,7.080277777777778,22,9.982777777777779,17.063055555555554,0
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,1345,Female,2,Sales Executive,Married,40660,3.0,22,8,0,4.0,2,2,2,2,2,4,2.0,3.0,3.0,8.405833333333334,16,10.019166666666667,18.425,1
41,No,Travel_Rarely,Research & Development,17,2,Other,1346,Male,1,Manufacturing Director,Divorced,52080,3.0,11,8,3,12.0,2,9,0,7,1,3,3.0,3.0,3.0,8.118611111111111,32,9.998888888888889,18.1175,1
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1347,Male,2,Sales Executive,Married,48770,1.0,13,8,1,8.0,5,8,5,7,4,3,3.0,3.0,3.0,7.950277777777778,23,10.016111111111112,17.96638888888889,0
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,1348,Male,2,Research Scientist,Divorced,31170,6.0,21,8,1,7.0,2,3,0,1,4,4,2.0,2.0,3.0,6.799166666666666,25,9.991944444444444,16.79111111111111,0
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1349,Female,1,Manager,Single,15690,2.0,11,8,0,18.0,2,4,0,3,4,3,1.0,4.0,3.0,7.19,21,10.02111111111111,17.211111111111112,0
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1350,Female,1,Research Scientist,Married,196580,4.0,13,8,1,17.0,3,15,5,9,4,3,4.0,3.0,4.0,7.877222222222223,16,10.031666666666666,17.90888888888889,0
25,No,Travel_Rarely,Sales,29,1,Medical,1351,Female,3,Research Scientist,Married,30690,2.0,14,8,1,6.0,3,2,2,2,2,3,1.0,3.0,3.0,7.793055555555555,25,10.005,17.798055555555557,0
30,No,Travel_Rarely,Research & Development,21,1,Medical,1352,Male,2,Laboratory Technician,Married,104350,0.0,11,8,0,12.0,5,11,4,7,3,3,3.0,4.0,1.0,9.995277777777778,30,10.009722222222223,20.005,2
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1353,Female,2,Research Director,Single,41480,7.0,15,8,0,10.0,0,5,0,4,2,3,1.0,1.0,4.0,7.901666666666666,19,10.033611111111112,17.935277777777777,0
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1354,Female,2,Healthcare Representative,Single,57680,5.0,23,8,1,9.0,4,6,0,3,3,4,3.0,4.0,2.0,7.3741666666666665,31,10.007777777777777,17.381944444444443,0
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1355,Female,2,Research Director,Single,50420,3.0,16,8,1,19.0,4,3,2,2,3,3,4.0,3.0,3.0,10.41611111111111,15,9.955277777777777,20.371388888888887,2
30,No,Travel_Rarely,Sales,13,3,Marketing,1356,Female,2,Laboratory Technician,Single,57700,1.0,16,8,1,5.0,2,5,0,4,4,3,1.0,3.0,2.0,6.68,26,10.046111111111111,16.726111111111113,0
32,No,Travel_Frequently,Sales,2,3,Marketing,1357,Male,3,Laboratory Technician,Divorced,77560,0.0,21,8,0,9.0,3,8,0,7,3,4,4.0,4.0,4.0,6.506111111111111,20,10.024722222222222,16.530833333333334,0
30,No,Travel_Rarely,Research & Development,1,3,Medical,1358,Female,3,Sales Executive,Divorced,103060,5.0,13,8,0,8.0,5,3,2,2,3,3,4.0,1.0,3.0,6.721111111111111,33,10.018333333333333,16.739444444444445,0
30,No,Travel_Rarely,Sales,9,3,Medical,1359,Male,2,Research Scientist,Single,39360,0.0,11,8,1,6.0,3,5,1,2,3,3,2.0,4.0,3.0,6.394166666666667,33,9.995,16.389166666666668,0
41,No,Travel_Frequently,Sales,10,2,Medical,1360,Female,3,Manufacturing Director,Divorced,79450,4.0,12,8,1,21.0,6,7,7,7,2,3,4.0,1.0,2.0,7.318888888888889,19,9.990277777777777,17.309166666666666,0
41,No,Travel_Rarely,Research & Development,10,4,Medical,1361,Male,4,Research Scientist,Married,57430,2.0,12,8,3,7.0,2,5,1,4,4,3,3.0,1.0,3.0,8.015833333333333,26,9.980555555555556,17.996388888888887,1
19,No,Travel_Rarely,Research & Development,1,3,Other,1362,Female,5,Manufacturing Director,Single,152020,1.0,18,8,3,1.0,2,1,0,0,2,3,2.0,2.0,3.0,6.379722222222222,19,9.983055555555556,16.36277777777778,0
40,No,Travel_Frequently,Research & Development,26,4,Medical,1363,Male,2,Manufacturing Director,Divorced,54400,1.0,12,8,1,20.0,2,20,2,13,3,3,2.0,2.0,3.0,7.003888888888889,33,10.011944444444444,17.015833333333333,0
35,No,Travel_Rarely,Sales,8,1,Marketing,1364,Female,3,Laboratory Technician,Married,37600,1.0,14,8,3,10.0,2,10,0,6,3,3,3.0,2.0,3.0,7.395277777777777,29,9.988055555555556,17.383333333333333,0
53,No,Travel_Rarely,Sales,14,2,Life Sciences,1365,Female,5,Manufacturing Director,Married,35170,2.0,12,8,1,13.0,1,7,4,5,2,3,2.0,3.0,1.0,10.893333333333333,29,10.012777777777778,20.906111111111112,2
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1366,Male,1,Research Scientist,Divorced,25800,8.0,17,8,3,20.0,3,17,0,15,3,3,2.0,2.0,1.0,6.790555555555556,31,9.999166666666667,16.789722222222224,0
32,No,Travel_Frequently,Sales,2,2,Life Sciences,1367,Female,1,Manufacturing Director,Single,21660,1.0,19,8,1,9.0,4,9,3,7,1,3,2.0,4.0,3.0,7.907222222222222,26,10.013055555555555,17.920277777777777,0
29,No,Non-Travel,Research & Development,10,4,Technical Degree,1368,Male,3,Healthcare Representative,Married,58690,1.0,11,8,1,10.0,6,10,0,9,4,3,4.0,3.0,3.0,6.096666666666667,25,10.015,16.111666666666668,0
51,No,Travel_Rarely,Research & Development,1,3,Other,1369,Female,3,Research Director,Married,80080,2.0,15,8,1,10.0,4,1,0,0,3,3,2.0,3.0,3.0,7.573888888888889,15,10.013333333333334,17.587222222222223,0
58,No,Travel_Rarely,Sales,3,3,Marketing,1370,Female,1,Research Scientist,Married,52060,4.0,11,8,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0,9.988611111111112,15,10.01388888888889,20.0025,2
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1371,Male,4,Laboratory Technician,Married,52950,7.0,18,8,0,15.0,4,12,2,11,3,3,3.0,4.0,2.0,6.195833333333334,33,10.032777777777778,16.22861111111111,0
34,No,Travel_Frequently,Sales,24,4,Marketing,1372,Male,2,Manufacturing Director,Married,164130,6.0,16,8,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0,6.9775,29,10.01,16.9875,0
22,No,Travel_Rarely,Research & Development,3,3,Medical,1373,Male,1,Laboratory Technician,Married,132690,1.0,25,8,1,2.0,2,2,2,2,3,4,3.0,4.0,3.0,7.678055555555556,18,10.005833333333333,17.683888888888887,0
27,No,Non-Travel,Research & Development,3,3,Medical,1374,Male,1,Healthcare Representative,Divorced,27830,6.0,16,8,1,6.0,2,2,2,2,4,3,4.0,2.0,1.0,6.3005555555555555,23,10.02138888888889,16.321944444444444,0
28,No,Travel_Rarely,Sales,4,4,Life Sciences,1375,Male,2,Healthcare Representative,Married,54330,1.0,13,8,1,5.0,4,5,0,2,2,3,3.0,4.0,1.0,6.5325,30,9.975,16.5075,0
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1376,Male,2,Manufacturing Director,Divorced,20130,3.0,14,8,1,12.0,5,5,1,4,3,3,3.0,4.0,1.0,10.874444444444444,15,9.978055555555555,20.8525,2
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1377,Male,1,Manufacturing Director,Divorced,139660,1.0,19,8,0,1.0,1,1,0,1,3,3,3.0,3.0,2.0,10.615,18,9.98611111111111,20.601111111111113,2
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1378,Female,2,Manufacturing Director,Single,43740,3.0,15,8,1,21.0,5,5,4,4,4,3,3.0,2.0,3.0,6.208611111111111,28,9.992777777777778,16.20138888888889,0
41,No,Travel_Rarely,Sales,7,4,Marketing,1379,Male,4,Laboratory Technician,Divorced,68420,4.0,12,8,1,13.0,3,9,1,8,3,3,1.0,3.0,3.0,6.187222222222222,30,9.944444444444445,16.131666666666668,0
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1380,Female,1,Manager,Married,174260,2.0,12,8,1,12.0,0,10,7,4,2,3,2.0,4.0,3.0,6.908888888888889,29,9.988888888888889,16.897777777777776,0
38,No,Travel_Rarely,Sales,1,1,Medical,1381,Male,2,Laboratory Technician,Single,176030,4.0,16,8,0,12.0,0,8,0,7,2,3,1.0,4.0,4.0,6.323333333333333,26,10.011666666666667,16.335,0
32,No,Travel_Rarely,Research & Development,20,3,Medical,1382,Female,1,Manufacturing Director,Single,45810,3.0,14,8,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0,6.933888888888889,29,9.9875,16.921388888888888,0
27,No,Travel_Rarely,Research & Development,5,4,Medical,1383,Male,2,Healthcare Representative,Married,47350,0.0,13,8,0,6.0,2,5,1,1,3,3,3.0,2.0,2.0,8.885,27,9.950833333333334,18.835833333333333,1
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1384,Male,2,Healthcare Representative,Single,41870,0.0,22,8,1,1.0,4,0,0,0,3,4,3.0,1.0,4.0,7.510277777777778,31,9.996944444444445,17.50722222222222,0
36,No,Travel_Frequently,Sales,25,3,Marketing,1385,Female,2,Research Director,Single,55050,4.0,21,8,2,13.0,3,8,7,2,3,4,4.0,2.0,2.0,7.407222222222222,29,9.992222222222223,17.399444444444445,0
30,No,Non-Travel,Sales,1,3,Medical,1386,Female,1,Sales Executive,Divorced,54700,1.0,18,8,1,12.0,2,12,6,10,3,3,3.0,1.0,3.0,6.808888888888889,26,10.018611111111111,16.8275,0
45,No,Travel_Rarely,Research & Development,24,2,Medical,1387,Male,2,Sales Executive,Divorced,54760,4.0,13,8,1,9.0,3,5,0,3,3,3,3.0,1.0,4.0,8.125277777777777,28,9.99611111111111,18.121388888888887,1
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1388,Male,4,Manager,Divorced,25870,4.0,12,8,0,19.0,2,2,2,2,2,3,3.0,1.0,3.0,8.283055555555556,17,9.996944444444445,18.28,1
33,No,Travel_Rarely,Research & Development,2,2,Medical,1389,Male,1,Sales Executive,Single,24400,0.0,18,8,3,4.0,4,3,0,2,3,3,3.0,4.0,4.0,6.789722222222222,30,9.991111111111111,16.780833333333334,0
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1390,Male,2,Sales Executive,Single,159720,1.0,21,8,0,1.0,2,1,1,0,3,4,2.0,4.0,2.0,7.208333333333333,30,10.0175,17.225833333333334,0
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1391,Female,2,Laboratory Technician,Divorced,153790,1.0,12,8,0,24.0,1,24,15,7,1,3,2.0,1.0,3.0,6.921666666666667,26,10.004166666666666,16.925833333333333,0
38,No,Travel_Rarely,Sales,4,4,Life Sciences,1392,Male,1,Manufacturing Director,Single,70820,1.0,14,8,0,2.0,3,2,2,1,4,3,3.0,4.0,3.0,7.930833333333333,22,9.990277777777777,17.92111111111111,0
31,No,Travel_Rarely,Sales,2,5,Life Sciences,1393,Male,2,Sales Representative,Married,27280,8.0,11,8,0,7.0,3,4,0,2,4,3,3.0,4.0,3.0,10.362777777777778,24,9.975277777777778,20.338055555555556,2
34,No,Travel_Rarely,Sales,9,3,Marketing,1394,Female,2,Manager,Single,53680,2.0,14,8,1,9.0,2,3,1,2,3,3,4.0,2.0,3.0,6.247777777777777,21,10.029722222222222,16.2775,0
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1395,Male,5,Laboratory Technician,Single,53470,1.0,24,8,1,4.0,1,4,0,2,3,4,2.0,2.0,2.0,10.120277777777778,16,10.003055555555555,20.123333333333335,2
50,No,Travel_Rarely,Sales,19,4,Marketing,1396,Male,3,Sales Executive,Married,31950,2.0,11,8,0,5.0,4,3,0,2,2,3,3.0,3.0,2.0,6.780277777777778,31,9.979722222222222,16.76,0
53,No,Travel_Rarely,Sales,1,2,Life Sciences,1397,Male,1,Manager,Divorced,39890,1.0,13,8,0,5.0,2,4,1,3,3,3,4.0,1.0,3.0,6.116388888888889,23,9.976666666666667,16.093055555555555,0
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1398,Male,1,Human Resources,Married,33060,1.0,11,8,3,8.0,6,8,1,6,1,3,4.0,2.0,3.0,7.5216666666666665,16,10.023888888888889,17.545555555555556,0
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1399,Female,2,Sales Executive,Married,70050,1.0,20,8,2,21.0,2,20,9,9,3,4,4.0,3.0,3.0,6.206666666666667,25,10.014166666666666,16.220833333333335,0
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1400,Female,2,Laboratory Technician,Single,26550,8.0,17,8,0,36.0,0,24,2,15,2,3,3.0,2.0,3.0,6.105277777777777,26,10.018055555555556,16.123333333333335,0
34,No,Travel_Frequently,Human Resources,7,4,Other,1401,Female,1,Research Scientist,Married,13930,1.0,11,8,2,10.0,4,10,1,9,4,3,4.0,3.0,2.0,6.8005555555555555,34,9.983611111111111,16.784166666666668,0
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1402,Male,2,Sales Representative,Single,25700,3.0,18,8,0,21.0,2,7,1,0,3,3,4.0,2.0,3.0,7.3933333333333335,29,9.997222222222222,17.390555555555554,0
52,No,Travel_Rarely,Research & Development,2,4,Medical,1403,Female,2,Sales Representative,Married,35370,0.0,11,8,1,34.0,3,33,11,9,3,3,3.0,3.0,3.0,6.301111111111111,33,9.980555555555556,16.281666666666666,0
27,No,Travel_Rarely,Sales,15,3,Marketing,1404,Male,1,Research Scientist,Single,39860,1.0,12,8,2,7.0,3,7,0,3,3,3,4.0,2.0,2.0,7.5280555555555555,25,9.984166666666667,17.51222222222222,0
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1405,Female,2,Research Director,Married,108830,3.0,12,8,0,8.0,3,1,0,1,4,3,2.0,3.0,3.0,8.995,22,10.005833333333333,19.000833333333333,1
43,No,Non-Travel,Research & Development,6,2,Medical,1406,Male,1,Healthcare Representative,Divorced,20280,4.0,20,8,1,7.0,2,5,2,2,2,4,4.0,4.0,4.0,8.01388888888889,23,9.965,17.97888888888889,1
45,No,Non-Travel,Research & Development,9,2,Medical,1407,Female,1,Sales Executive,Married,95250,9.0,19,8,0,22.0,3,20,11,8,3,3,1.0,4.0,3.0,6.181111111111111,33,9.988611111111112,16.169722222222223,0
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1408,Female,1,Research Scientist,Married,29290,1.0,12,8,0,8.0,2,8,1,7,1,3,2.0,1.0,0.0,10.128055555555555,23,9.998333333333333,20.12638888888889,2
35,No,Travel_Frequently,Research & Development,1,3,Other,1409,Male,2,Research Director,Single,22750,5.0,13,8,0,10.0,2,6,1,2,4,3,2.0,2.0,3.0,6.092777777777778,32,10.015833333333333,16.10861111111111,0
42,No,Non-Travel,Research & Development,1,1,Technical Degree,1410,Male,2,Sales Executive,Divorced,78790,2.0,11,8,1,11.0,2,5,0,2,3,3,3.0,3.0,3.0,6.4025,33,10.004444444444445,16.406944444444445,0
38,No,Travel_Rarely,Sales,8,2,Marketing,1411,Male,5,Research Scientist,Married,49300,9.0,14,8,0,14.0,0,1,0,0,3,3,4.0,3.0,3.0,6.2925,35,9.9875,16.28,0
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1412,Female,1,Manufacturing Director,Married,78470,3.0,14,8,1,9.0,3,7,1,7,4,3,4.0,4.0,1.0,7.263888888888889,22,9.989722222222222,17.253611111111113,0
27,No,Travel_Frequently,Research & Development,13,4,Medical,1413,Male,1,Manager,Married,44010,5.0,13,8,0,6.0,4,2,2,0,2,3,3.0,1.0,3.0,6.517222222222222,30,9.979722222222222,16.496944444444445,0
49,No,Non-Travel,Research & Development,23,1,Other,1414,Female,2,Sales Executive,Divorced,92410,1.0,19,8,1,7.0,5,7,1,7,3,3,4.0,4.0,3.0,9.593333333333334,15,10.016388888888889,19.60972222222222,2
34,No,Travel_Frequently,Research & Development,7,2,Medical,1415,Male,4,Sales Representative,Divorced,29740,1.0,23,8,0,5.0,2,5,2,0,3,4,4.0,3.0,4.0,10.511666666666667,29,10.011944444444444,20.523611111111112,2
40,No,Travel_Rarely,Research & Development,23,3,Medical,1416,Female,1,Laboratory Technician,Married,45020,8.0,12,8,2,15.0,0,7,3,7,2,3,3.0,4.0,4.0,10.400555555555556,24,10.005,20.405555555555555,2
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1417,Female,3,Research Scientist,Married,107480,7.0,15,8,0,17.0,3,1,0,0,3,3,2.0,1.0,3.0,8.369444444444444,26,10.005,18.374444444444446,1
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1418,Female,2,Research Scientist,Married,15550,1.0,19,8,2,10.0,2,10,1,9,3,3,2.0,4.0,2.0,6.706111111111111,19,9.998888888888889,16.705,0
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1419,Female,4,Healthcare Representative,Divorced,129360,1.0,11,8,2,4.0,3,4,2,2,3,3,4.0,2.0,2.0,8.528333333333334,21,9.970833333333333,18.499166666666667,1
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1420,Female,2,Laboratory Technician,Single,23050,1.0,17,8,0,8.0,3,8,1,7,3,3,2.0,4.0,3.0,7.5008333333333335,30,9.97861111111111,17.479444444444443,0
40,No,Non-Travel,Research & Development,28,2,Life Sciences,1421,Male,1,Manufacturing Director,Married,167040,9.0,22,8,0,5.0,2,3,0,2,4,4,4.0,4.0,1.0,6.091944444444445,35,10.010555555555555,16.1025,0
46,No,Travel_Rarely,Research & Development,25,1,Medical,1422,Male,5,Research Scientist,Divorced,34330,7.0,18,8,0,17.0,3,4,0,3,3,3,4.0,1.0,3.0,5.985,32,9.983611111111111,15.96861111111111,0
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1423,Male,1,Healthcare Representative,Married,34770,1.0,11,8,0,14.0,2,14,9,8,4,3,4.0,4.0,2.0,7.782777777777778,24,10.003333333333334,17.78611111111111,0
30,No,Non-Travel,Research & Development,17,4,Life Sciences,1424,Male,2,Healthcare Representative,Single,64300,1.0,12,8,1,12.0,2,11,5,8,2,3,3.0,3.0,3.0,7.985277777777778,24,10.010277777777778,17.995555555555555,0
27,No,Travel_Frequently,Research & Development,18,2,Medical,1425,Female,1,Laboratory Technician,Single,65160,1.0,19,8,1,7.0,4,7,0,7,3,3,4.0,3.0,3.0,6.198055555555555,34,10.010277777777778,16.208333333333332,0
51,No,Travel_Rarely,Research & Development,2,1,Medical,1426,Female,1,Manufacturing Director,Married,39070,5.0,13,8,0,16.0,2,10,4,7,3,3,2.0,2.0,1.0,6.7025,24,10.001111111111111,16.703611111111112,0
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1427,Female,2,Research Scientist,Single,55620,5.0,13,8,0,8.0,3,5,0,4,2,3,4.0,1.0,3.0,8.525277777777777,31,10.033888888888889,18.559166666666666,1
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1428,Male,2,Human Resources,Single,68830,3.0,19,8,2,16.0,3,1,0,0,2,3,4.0,4.0,3.0,9.090277777777779,29,10.005555555555556,19.095833333333335,2
30,Yes,Travel_Frequently,Sales,3,2,Medical,1429,Male,2,Healthcare Representative,Single,28620,5.0,14,8,0,9.0,2,6,0,1,2,3,3.0,1.0,2.0,7.007777777777778,29,9.997222222222222,17.005,0
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1430,Male,1,Sales Executive,Single,49780,0.0,13,8,0,7.0,3,6,1,5,2,3,3.0,3.0,2.0,7.785277777777778,21,9.996666666666666,17.781944444444445,0
45,No,Non-Travel,Research & Development,2,3,Medical,1431,Female,2,Research Scientist,Single,103680,6.0,12,8,2,23.0,2,19,12,8,3,3,4.0,4.0,3.0,6.5936111111111115,32,10.004444444444445,16.598055555555554,0
54,No,Travel_Rarely,Sales,8,2,Marketing,1432,Female,2,Laboratory Technician,Married,61340,2.0,19,8,0,16.0,2,6,0,5,2,3,4.0,1.0,3.0,6.4222222222222225,30,9.985277777777778,16.4075,0
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1433,Male,1,Healthcare Representative,Single,67350,8.0,25,8,2,16.0,3,13,3,7,2,4,4.0,2.0,4.0,7.5872222222222225,16,10.015555555555556,17.602777777777778,0
33,No,Travel_Rarely,Sales,9,1,Other,1434,Female,3,Sales Executive,Married,32950,6.0,22,8,2,7.0,2,3,1,1,3,4,3.0,2.0,3.0,7.493888888888889,19,10.01388888888889,17.50777777777778,0
37,No,Travel_Frequently,Sales,2,4,Life Sciences,1435,Male,2,Laboratory Technician,Divorced,52380,1.0,15,8,1,10.0,5,10,0,7,3,3,2.0,4.0,3.0,10.134722222222223,21,9.996666666666666,20.13138888888889,2
38,No,Travel_Rarely,Research & Development,1,2,Medical,1436,Male,4,Laboratory Technician,Divorced,64720,0.0,12,8,0,17.0,4,16,5,13,3,3,1.0,3.0,2.0,6.884166666666666,28,10.008055555555556,16.892222222222223,0
31,No,Non-Travel,Sales,4,1,Medical,1437,Female,3,Research Scientist,Married,96100,0.0,11,8,1,6.0,2,5,1,4,2,3,3.0,3.0,3.0,5.993888888888889,18,10.0,15.99388888888889,0
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1438,Female,3,Manager,Married,198330,3.0,13,8,0,7.0,2,1,0,0,3,3,3.0,4.0,3.0,6.183055555555556,21,10.015,16.198055555555555,0
37,No,Travel_Frequently,Sales,2,3,Marketing,1439,Female,2,Laboratory Technician,Divorced,97560,4.0,19,8,0,13.0,2,9,5,8,3,3,1.0,4.0,3.0,6.953055555555555,19,10.004722222222222,16.95777777777778,0
29,No,Travel_Frequently,Sales,15,4,Medical,1440,Female,1,Sales Executive,Married,49680,1.0,19,8,3,11.0,4,11,4,1,3,3,2.0,4.0,3.0,6.316666666666666,23,9.987222222222222,16.30388888888889,0
35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1441,Female,1,Sales Executive,Single,21450,1.0,13,8,0,10.0,6,10,0,8,2,3,3.0,3.0,4.0,5.994722222222222,19,10.015833333333333,16.010555555555555,0
29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1442,Female,1,Research Scientist,Single,21800,1.0,21,8,0,4.0,2,4,0,1,3,4,3.0,4.0,2.0,8.353333333333333,22,10.007222222222222,18.360555555555557,1
52,No,Travel_Rarely,Research & Development,1,2,Medical,1443,Female,4,Manager,Single,83460,7.0,14,8,0,6.0,5,2,2,2,3,3,3.0,4.0,2.0,7.4063888888888885,22,10.014444444444445,17.420833333333334,0
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1444,Female,2,Sales Executive,Married,34450,1.0,11,8,2,22.0,2,22,11,15,3,3,3.0,4.0,3.0,6.369166666666667,27,10.004722222222222,16.37388888888889,0
59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1445,Male,1,Healthcare Representative,Married,27600,8.0,11,8,0,7.0,3,2,2,2,4,3,2.0,3.0,2.0,6.72,30,9.988611111111112,16.70861111111111,0
50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1446,Male,2,Sales Executive,Divorced,62940,3.0,23,8,1,32.0,2,7,0,6,4,4,4.0,4.0,2.0,7.704722222222222,29,10.017222222222221,17.721944444444443,0
33,Yes,Travel_Rarely,Sales,11,4,Marketing,1447,Male,1,Research Scientist,Married,71400,5.0,21,8,0,8.0,2,5,0,4,2,4,3.0,4.0,1.0,10.885,30,10.015833333333333,20.900833333333335,2
43,No,Travel_Rarely,Sales,1,3,Marketing,1448,Female,2,Manufacturing Director,Married,29320,5.0,24,8,0,22.0,3,17,1,9,3,4,4.0,4.0,3.0,9.287222222222223,29,9.96111111111111,19.248333333333335,2
33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1449,Male,2,Manager,Married,51470,7.0,11,8,0,13.0,2,9,1,7,3,3,1.0,1.0,4.0,7.099166666666667,21,9.980833333333333,17.08,0
52,No,Non-Travel,Research & Development,2,3,Technical Degree,1450,Male,1,Sales Executive,Single,45070,1.0,14,8,0,33.0,3,33,15,12,2,3,1.0,3.0,4.0,8.79861111111111,25,9.956388888888888,18.755,1
32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,1451,Female,3,Manufacturing Director,Married,85640,2.0,16,8,1,6.0,2,4,1,2,2,3,3.0,2.0,3.0,7.9927777777777775,16,10.014722222222222,18.0075,0
32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1452,Male,3,Healthcare Representative,Single,24680,0.0,11,8,0,4.0,2,3,1,2,3,3,4.0,3.0,1.0,10.195833333333333,21,10.009444444444444,20.205277777777777,2
39,No,Travel_Rarely,Sales,26,4,Life Sciences,1453,Male,2,Research Director,Divorced,81610,7.0,12,8,1,7.0,2,3,1,2,4,3,3.0,3.0,3.0,6.318888888888889,23,9.971666666666666,16.290555555555557,0
32,No,Non-Travel,Sales,2,4,Marketing,1454,Male,4,Research Scientist,Married,21090,0.0,13,8,1,4.0,3,3,2,2,2,3,3.0,4.0,3.0,6.236944444444444,21,10.007222222222222,16.24416666666667,0
41,No,Travel_Rarely,Sales,29,3,Life Sciences,1455,Female,2,Laboratory Technician,Divorced,52940,2.0,15,8,0,17.0,3,1,0,0,2,3,3.0,1.0,2.0,6.114722222222222,18,10.008055555555556,16.122777777777777,0
